index,创作者ID,创作者名称_x,是否官方_x,5月被开练课程数量,开练UV,开练PV,首次开练UV,首次开练PV,5月被完练课程数量,完练UV,完练PV,首次完练UV,首次完练PV,首次完练&复练UV,创作者次月完练-完练留存UV,详情页UV,详情页PV,创作者月完练-完练留存UV,创作者月完练-7日内App留存UV,次月复练率-UV,完练率-UV,当月复练率,完练-7日内App留存率,创作者名称_y,是否官方_y,classif
348,624d01de8087bb0001c5a9ca,要练出腹肌的杰尼龟,[false],1.0,2055.0,4156.0,1849.0,2167.0,1.0,1413.0,2690.0,1270.0,1271.0,327.0,217.0,8683.0,18659.0,415.0,1190.0,0.15,0.69,0.29,0.84,要练出腹肌的杰尼龟,[false],2
349,623a9d7059b00e00011b1244,穿夹克的热情的善解人意,[false],43.0,1948.0,2956.0,1888.0,2287.0,42.0,1508.0,2184.0,1456.0,1563.0,165.0,59.0,8579.0,18132.0,190.0,1141.0,0.04,0.77,0.13,0.76,穿夹克的热情的善解人意,[false],2
350,554ae6a171959d28713a2983,米老虎bb,[false],1.0,1936.0,3158.0,1551.0,1816.0,1.0,1042.0,1786.0,729.0,729.0,149.0,53.0,4358.0,12674.0,292.0,750.0,0.05,0.54,0.28,0.72,米老虎bb,[false],2
351,59704756094afb4b4ff61bd2,思思_Crystal,[false],11.0,1869.0,2571.0,1845.0,2108.0,11.0,1448.0,2305.0,1439.0,1602.0,256.0,89.0,7544.0,13419.0,252.0,1113.0,0.06,0.77,0.17,0.77,思思_Crystal,[false],2
352,5718a9d418cbdb310517d77e,苏子一Sofia,[false],13.0,1858.0,3511.0,877.0,949.0,13.0,1386.0,2814.0,544.0,553.0,75.0,251.0,5965.0,12861.0,384.0,1157.0,0.18,0.75,0.28,0.83,苏子一Sofia,[false],2
353,5653316070d69f37cb1f654f,我是真子真子,[false],29.0,1816.0,4815.0,1222.0,1400.0,28.0,1188.0,3703.0,624.0,646.0,151.0,355.0,6930.0,19207.0,528.0,1065.0,0.3,0.65,0.44,0.9,我是真子真子,[false],1
354,623a9ee4ca0ace00010ffd80,温柔的北眼。,[false],2.0,1739.0,3153.0,1733.0,1935.0,2.0,1360.0,2505.0,1358.0,1397.0,393.0,304.0,6056.0,14278.0,389.0,930.0,0.22,0.78,0.29,0.68,温柔的北眼。,[false],1
355,5c6e579c7511ce60880aa824,轻瑜伽,[false],4.0,1716.0,6523.0,781.0,897.0,4.0,1269.0,5467.0,426.0,429.0,108.0,402.0,3322.0,12746.0,575.0,1067.0,0.32,0.74,0.45,0.84,轻瑜伽,[false],1
356,5ab9d1aae666865d1405fc0b,Yoyo和依侬,[false],1.0,1680.0,4429.0,907.0,1014.0,1.0,1229.0,3520.0,567.0,568.0,128.0,279.0,4760.0,13286.0,463.0,993.0,0.23,0.73,0.38,0.81,Yoyo和依侬,[false],1
357,55daac9b57c2bbba7e1c0c5d,迷途小猫仔,[false],6.0,1680.0,3545.0,1156.0,1281.0,6.0,1111.0,2645.0,646.0,650.0,169.0,277.0,5836.0,15271.0,414.0,943.0,0.25,0.66,0.37,0.85,迷途小猫仔,[false],1
358,5fbca1004cd88c15598b9c20,跟尚体育-强哥,[false],1.0,1671.0,2000.0,1619.0,1776.0,1.0,597.0,723.0,553.0,553.0,56.0,16.0,7227.0,14739.0,68.0,505.0,0.03,0.36,0.11,0.85,跟尚体育-强哥,[false],2
359,5b16a6947511ce087189c5ae,Sara枭枭枭,[false],10.0,1652.0,2487.0,1372.0,1564.0,10.0,509.0,1021.0,346.0,364.0,68.0,53.0,5342.0,11799.0,127.0,404.0,0.1,0.31,0.25,0.79,Sara枭枭枭,[false],2
360,574993968c36d2c47e4862a6,企鹅丹丹小姐,[false],3.0,1624.0,5294.0,895.0,1091.0,3.0,1175.0,4386.0,529.0,549.0,193.0,303.0,5122.0,18328.0,576.0,1041.0,0.26,0.72,0.49,0.89,企鹅丹丹小姐,[false],1
361,5784fe441f305d1206710049,街健小Q,[false],5.0,1594.0,2401.0,1433.0,1601.0,5.0,615.0,1152.0,476.0,478.0,76.0,69.0,4532.0,10347.0,145.0,529.0,0.11,0.39,0.24,0.86,街健小Q,[false],2
362,603733f5d523e91a761ab315,Yummy鸭_,[false],1.0,1592.0,2296.0,1588.0,1691.0,1.0,1066.0,1551.0,1066.0,1066.0,205.0,68.0,5113.0,10087.0,205.0,819.0,0.06,0.67,0.19,0.77,Yummy鸭_,[false],2
363,57b1cb5d744ad12205701a9f,减肥吧小木,[false],34.0,1585.0,3710.0,1070.0,1198.0,34.0,1136.0,3119.0,650.0,683.0,134.0,249.0,5356.0,12400.0,408.0,947.0,0.22,0.72,0.36,0.83,减肥吧小木,[false],1
364,5afba4011cf3d103efc8dda3,lululemon,[false],19.0,1547.0,3303.0,1148.0,1511.0,16.0,959.0,2333.0,620.0,783.0,83.0,158.0,5371.0,14309.0,233.0,814.0,0.16,0.62,0.24,0.85,lululemon,[false],2
365,5b456f8e7511ce7962940d62,李科璇璇,[false],2.0,1545.0,3033.0,1179.0,1251.0,2.0,801.0,2042.0,476.0,478.0,95.0,140.0,5726.0,11137.0,274.0,679.0,0.17,0.52,0.34,0.85,李科璇璇,[false],1
366,5e902f3a790b93014b331d06,KeepBarre,[true],4.0,1524.0,5026.0,503.0,771.0,4.0,1319.0,4133.0,351.0,470.0,106.0,502.0,7226.0,22558.0,537.0,1217.0,0.38,0.87,0.41,0.92,KeepBarre,[true],1
367,5e37fd966fbc5609c3ff63bc,健身教练刘远,[false],4.0,1505.0,3207.0,1180.0,1291.0,4.0,761.0,2163.0,467.0,469.0,119.0,188.0,4775.0,11033.0,276.0,654.0,0.25,0.51,0.36,0.86,健身教练刘远,[false],1
368,5cfe4b49d20f9c5451d0ede4,愉快的有内涵的妮妮,[false],13.0,1486.0,2861.0,1095.0,1219.0,13.0,974.0,2141.0,628.0,645.0,119.0,159.0,4209.0,9994.0,273.0,831.0,0.16,0.66,0.28,0.85,愉快的有内涵的妮妮,[false],2
369,623a9d672bfd5a000190147d,倔强的等得我没话说了,[false],38.0,1451.0,2591.0,1250.0,1433.0,33.0,835.0,1708.0,672.0,701.0,131.0,74.0,6924.0,13229.0,226.0,673.0,0.09,0.58,0.27,0.81,倔强的等得我没话说了,[false],2
370,5644b3b8c0b8bea92690f9ec,运动养生践行者,[false],4.0,1444.0,2815.0,1444.0,1760.0,4.0,847.0,1845.0,847.0,919.0,298.0,214.0,4947.0,13806.0,286.0,702.0,0.25,0.59,0.34,0.83,运动养生践行者,[false],1
372,623a9d9cd611d60001c0ee11,简单的要有女王心。,[false],26.0,1419.0,2159.0,1285.0,1467.0,26.0,645.0,957.0,578.0,620.0,66.0,35.0,7435.0,13277.0,95.0,538.0,0.05,0.45,0.15,0.83,简单的要有女王心。,[false],2
373,623a9da8ca0ace00010fec55,慷慨的▄︻┻┳═一,[false],37.0,1419.0,2210.0,1361.0,1500.0,31.0,945.0,1532.0,901.0,940.0,166.0,60.0,6761.0,12591.0,187.0,803.0,0.06,0.67,0.2,0.85,慷慨的▄︻┻┳═一,[false],2
374,623a9da3d611d60001c0ee74,风趣幽默的ヮ几近冰封的温存,[false],37.0,1405.0,2695.0,1349.0,1743.0,37.0,920.0,1769.0,879.0,1028.0,225.0,101.0,6382.0,13875.0,236.0,710.0,0.11,0.65,0.26,0.77,风趣幽默的ヮ几近冰封的温存,[false],2
375,5993ea67094afb09d8dd4ad4,徽徽502,[false],7.0,1346.0,2293.0,1122.0,1213.0,7.0,831.0,1584.0,633.0,639.0,126.0,105.0,5725.0,11383.0,213.0,688.0,0.13,0.62,0.26,0.83,徽徽502,[false],2
377,54faed7555a9ab5f20a1a094,雨菲努力ing,[false],2.0,1255.0,3440.0,754.0,803.0,1.0,957.0,2931.0,503.0,503.0,97.0,189.0,3172.0,8561.0,356.0,865.0,0.2,0.76,0.37,0.9,雨菲努力ing,[false],1
378,575fa3245ca9bac20a7c48bc,孟阿生,[false],14.0,1235.0,2881.0,970.0,1578.0,14.0,658.0,1473.0,464.0,633.0,125.0,91.0,19399.0,41853.0,195.0,551.0,0.14,0.53,0.3,0.84,孟阿生,[false],2
379,623a9daee261b900018e599a,慷慨的帖花黄,[false],36.0,1234.0,1774.0,1227.0,1427.0,34.0,631.0,1021.0,624.0,711.0,100.0,26.0,5126.0,11792.0,95.0,476.0,0.04,0.51,0.15,0.75,慷慨的帖花黄,[false],2
380,54d86ec7aae446600a4fd0e6,跑步的子章老师,[false],1.0,1214.0,5404.0,546.0,606.0,1.0,1430.0,5586.0,735.0,735.0,215.0,469.0,2494.0,10208.0,706.0,962.0,0.33,1.18,0.49,0.67,跑步的子章老师,[false],1
381,5aaa4659e6668648f330079f,美猫的生活,[false],14.0,1155.0,1886.0,892.0,970.0,14.0,574.0,1161.0,382.0,386.0,66.0,69.0,4389.0,9218.0,154.0,454.0,0.12,0.5,0.27,0.79,美猫的生活,[false],2
382,58a41b6f31f116689dd29def,260斤的超级大胖子,[false],2.0,1154.0,2611.0,429.0,498.0,2.0,985.0,2373.0,295.0,305.0,53.0,310.0,5012.0,12876.0,373.0,885.0,0.31,0.85,0.38,0.9,260斤的超级大胖子,[false],1
383,55f966447db07e2f66d912bc,Anny吉阿,[false],55.0,1151.0,1641.0,1151.0,1471.0,53.0,522.0,785.0,521.0,645.0,82.0,157.0,6530.0,18254.0,76.0,394.0,0.3,0.45,0.15,0.75,Anny吉阿,[false],1
384,623a9da32bfd5a00019017c1,热情的蛋蛋de忧伤,[false],28.0,1150.0,1717.0,1120.0,1279.0,27.0,819.0,1228.0,791.0,855.0,121.0,45.0,5760.0,12514.0,137.0,667.0,0.05,0.71,0.17,0.81,热情的蛋蛋de忧伤,[false],2
385,614abf3a2bc23633b549ab9b,许赛文,[false],2.0,1141.0,1911.0,1114.0,1231.0,2.0,558.0,1182.0,537.0,558.0,146.0,49.0,4717.0,10207.0,159.0,476.0,0.09,0.49,0.28,0.85,许赛文,[false],2
386,5cb28b5ad20f9c210bbc7d87,麦可MKO,[false],16.0,1125.0,1436.0,1034.0,1128.0,15.0,238.0,438.0,160.0,162.0,22.0,37.0,6332.0,11703.0,59.0,205.0,0.16,0.21,0.25,0.86,麦可MKO,[false],2
387,56bcb49ebc171b3b6144c92e,仙儿Yoga,[false],5.0,1118.0,2154.0,751.0,840.0,5.0,857.0,1621.0,556.0,569.0,100.0,166.0,3054.0,7049.0,230.0,745.0,0.19,0.77,0.27,0.87,仙儿Yoga,[false],2
388,5d42947ed20f9c56b29ea709,卡罗尔的歌,[false],10.0,1103.0,2370.0,734.0,795.0,10.0,1269.0,2656.0,882.0,891.0,163.0,193.0,4402.0,9313.0,356.0,1060.0,0.15,1.15,0.28,0.84,卡罗尔的歌,[false],2
389,60964fe5d523e909eb9cc45f,Physique57,[false],6.0,1064.0,1492.0,951.0,1083.0,6.0,367.0,578.0,289.0,299.0,22.0,34.0,8007.0,15178.0,53.0,317.0,0.09,0.34,0.14,0.86,Physique57,[false],2
390,5d7acb2e790b936b3b2d0aac,龙希龙希,[false],6.0,1059.0,2276.0,774.0,912.0,6.0,649.0,1677.0,392.0,408.0,83.0,146.0,4724.0,11428.0,226.0,560.0,0.22,0.61,0.35,0.86,龙希龙希,[false],1
391,623a9dad59b00e00011b156a,浪漫的小木偶,[false],39.0,1036.0,1617.0,1017.0,1096.0,35.0,846.0,1282.0,839.0,872.0,137.0,40.0,4772.0,8660.0,143.0,722.0,0.05,0.82,0.17,0.85,浪漫的小木偶,[false],2
393,623a9daf8b99580001405a69,浪漫的神经病一号,[false],11.0,1032.0,1679.0,1010.0,1367.0,10.0,389.0,729.0,374.0,460.0,62.0,22.0,3600.0,8529.0,62.0,273.0,0.06,0.38,0.16,0.7,浪漫的神经病一号,[false],2
394,5a6aa97ee666867ed146adbb,做7分钟的英雄,[false],8.0,1029.0,2506.0,969.0,1264.0,8.0,615.0,1744.0,558.0,641.0,226.0,149.0,3652.0,9909.0,249.0,515.0,0.24,0.6,0.4,0.84,做7分钟的英雄,[false],1
395,559a8db13defbf9e952e80e6,Susandu,[false],4.0,1024.0,2373.0,591.0,647.0,4.0,578.0,1681.0,183.0,187.0,49.0,253.0,5334.0,12168.0,295.0,538.0,0.44,0.56,0.51,0.93,Susandu,[false],1
396,593c8a4e493303784e224598,梁颖Yilia,[false],10.0,993.0,2401.0,636.0,756.0,10.0,585.0,1733.0,280.0,312.0,57.0,137.0,3196.0,8310.0,191.0,505.0,0.23,0.59,0.33,0.86,梁颖Yilia,[false],1
397,5eec8f3ed20f9c65ea59fd49,巨胃莎JWS,[false],3.0,993.0,3278.0,752.0,994.0,3.0,697.0,2609.0,473.0,537.0,171.0,105.0,3076.0,12068.0,311.0,603.0,0.15,0.7,0.45,0.87,巨胃莎JWS,[false],1
398,623a9ec5e261b900018e6867,激动的内向的花开半夏凉城空,[false],1.0,993.0,1747.0,978.0,1030.0,1.0,810.0,1280.0,809.0,812.0,200.0,126.0,2102.0,4555.0,203.0,469.0,0.16,0.82,0.25,0.58,激动的内向的花开半夏凉城空,[false],2
399,5a54479e9ee4e51ad84d6d5e,Keep_私家课,[false],1.0,988.0,2673.0,849.0,1513.0,1.0,604.0,1564.0,481.0,659.0,162.0,86.0,13458.0,21365.0,235.0,457.0,0.14,0.61,0.39,0.76,Keep_私家课,[false],2
400,5985dcf12881d70b811143d9,stephen269,[false],4.0,982.0,2204.0,666.0,759.0,4.0,707.0,1691.0,413.0,414.0,96.0,195.0,3982.0,11236.0,267.0,619.0,0.28,0.72,0.38,0.88,stephen269,[false],1
401,59c93d8ae666863660569d9c,悟空bask,[false],4.0,916.0,1908.0,654.0,730.0,4.0,570.0,1363.0,348.0,357.0,70.0,131.0,2768.0,7874.0,186.0,493.0,0.23,0.62,0.33,0.86,悟空bask,[false],1
402,5587eece5f9cd99ebcd823a4,情侣健身的日常,[false],5.0,909.0,2289.0,627.0,689.0,5.0,676.0,1855.0,413.0,415.0,73.0,115.0,3575.0,7609.0,226.0,599.0,0.17,0.74,0.33,0.89,情侣健身的日常,[false],1
403,623a9d9d8b9958000140596f,倔强的，被遗忘在街角,[false],9.0,891.0,1095.0,882.0,955.0,9.0,773.0,924.0,769.0,823.0,63.0,28.0,2040.0,3449.0,60.0,410.0,0.04,0.87,0.08,0.53,倔强的，被遗忘在街角,[false],2
404,56c4edd67c543f751043014e,马婉君Pony,[false],8.0,886.0,2286.0,542.0,581.0,8.0,668.0,1803.0,347.0,349.0,54.0,138.0,2991.0,6791.0,243.0,596.0,0.21,0.75,0.36,0.89,马婉君Pony,[false],1
405,58304085493303326f9d429e,Amber梨梨橙KTS,[false],5.0,842.0,1764.0,560.0,604.0,5.0,670.0,1508.0,409.0,412.0,72.0,135.0,2422.0,5488.0,192.0,561.0,0.2,0.8,0.29,0.84,Amber梨梨橙KTS,[false],1
406,56b06cafbb9c3234117ec76a,beryl贝贝,[false],4.0,834.0,2262.0,519.0,587.0,4.0,524.0,1732.0,232.0,234.0,47.0,143.0,2690.0,7242.0,221.0,433.0,0.27,0.63,0.42,0.83,beryl贝贝,[false],1
408,61d5504d03ab300001468ca9,誉硕教育,[false],10.0,814.0,1335.0,763.0,996.0,10.0,395.0,719.0,348.0,430.0,69.0,43.0,3935.0,10375.0,86.0,336.0,0.11,0.49,0.22,0.85,誉硕教育,[false],2
409,587f8e26387e28374d4a707d,RaindyYyd,[false],7.0,811.0,1176.0,771.0,972.0,7.0,153.0,283.0,129.0,136.0,16.0,18.0,3998.0,8983.0,23.0,128.0,0.12,0.19,0.15,0.84,RaindyYyd,[false],2
410,55857ee1c2f479e465e2649a,Koach淼淼,[false],199.0,804.0,2043.0,4.0,7.0,5.0,6.0,30.0,3.0,6.0,3.0,3.0,3068.0,11984.0,4.0,6.0,0.5,0.01,0.67,1.0,Koach淼淼,[false],1
412,623a9d9b258c930001e963ef,倔强的世界之大,[false],29.0,783.0,1454.0,734.0,882.0,28.0,562.0,1096.0,514.0,587.0,105.0,58.0,3349.0,8403.0,129.0,476.0,0.1,0.72,0.23,0.85,倔强的世界之大,[false],2
413,5708f8c91710eddc7694df7a,Angelinaw黑天使,[false],2.0,767.0,1012.0,720.0,744.0,2.0,578.0,752.0,545.0,546.0,62.0,13.0,1775.0,3208.0,73.0,389.0,0.02,0.75,0.13,0.67,Angelinaw黑天使,[false],2
414,55ba4a0c967023870f9792c0,于冰Amanda,[false],32.0,757.0,1336.0,645.0,729.0,31.0,449.0,981.0,364.0,410.0,53.0,36.0,2624.0,5866.0,86.0,369.0,0.08,0.59,0.19,0.82,于冰Amanda,[false],2
415,5e3ce473d20f9c3df278b6d0,一诺三哥,[false],13.0,735.0,1440.0,599.0,730.0,13.0,715.0,1727.0,587.0,721.0,146.0,63.0,2528.0,5951.0,152.0,594.0,0.09,0.97,0.21,0.83,一诺三哥,[false],2
416,56bc8bcba3d660485741a60c,雕塑者John,[false],6.0,721.0,1540.0,540.0,602.0,6.0,495.0,1153.0,334.0,336.0,69.0,84.0,2416.0,6036.0,149.0,421.0,0.17,0.69,0.3,0.85,雕塑者John,[false],2
417,623a9db5d611d60001c0ef61,成熟稳重的梦碎人亦醒,[false],15.0,720.0,1063.0,714.0,908.0,15.0,593.0,867.0,589.0,717.0,75.0,19.0,2853.0,6652.0,65.0,413.0,0.03,0.82,0.11,0.7,成熟稳重的梦碎人亦醒,[false],2
418,623a9dae7f3874000182a32c,侠义的柠栀,[false],30.0,720.0,1024.0,716.0,835.0,28.0,545.0,786.0,543.0,613.0,52.0,16.0,4083.0,8326.0,47.0,405.0,0.03,0.76,0.09,0.74,侠义的柠栀,[false],2
419,623a9d9c1e3e850001b37743,风趣幽默的深似海,[false],20.0,712.0,1156.0,665.0,831.0,20.0,414.0,667.0,381.0,401.0,69.0,24.0,3355.0,7937.0,82.0,357.0,0.06,0.58,0.2,0.86,风趣幽默的深似海,[false],2
420,605afeb42bc23674fcbf206f,好课种草君,[false],1.0,708.0,1266.0,515.0,538.0,1.0,479.0,818.0,338.0,338.0,59.0,44.0,1485.0,2882.0,108.0,397.0,0.09,0.68,0.23,0.83,好课种草君,[false],2
421,56e971a28e46b61b05b46998,青亭carina,[false],4.0,644.0,1129.0,403.0,431.0,4.0,449.0,842.0,243.0,245.0,34.0,74.0,1694.0,3739.0,112.0,389.0,0.16,0.7,0.25,0.87,青亭carina,[false],2
422,576b4d23169ed6fc08943307,Judy果蝈,[false],1.0,638.0,735.0,638.0,708.0,1.0,79.0,98.0,79.0,79.0,9.0,12.0,2014.0,3926.0,9.0,56.0,0.15,0.12,0.11,0.71,Judy果蝈,[false],2
424,6230814f00766a00018e9f7f,侠义的瑾夏年华,[false],20.0,612.0,1206.0,494.0,618.0,20.0,344.0,740.0,268.0,340.0,46.0,24.0,2420.0,4763.0,86.0,301.0,0.07,0.56,0.25,0.88,侠义的瑾夏年华,[false],2
425,56d77a83d69b2ba91b389402,是谱蓝耶,[false],3.0,611.0,1148.0,553.0,594.0,3.0,411.0,803.0,370.0,377.0,65.0,34.0,2681.0,5120.0,88.0,356.0,0.08,0.67,0.21,0.87,是谱蓝耶,[false],2
426,5890b78d8c26a329539ccf8f,卡路里老师,[false],2.0,606.0,1272.0,353.0,413.0,2.0,343.0,845.0,129.0,141.0,23.0,75.0,1899.0,4954.0,125.0,288.0,0.22,0.57,0.36,0.84,卡路里老师,[false],1
427,623a9d9d7f3874000182a228,直率的听说标题会诱惑人i,[false],19.0,596.0,779.0,574.0,635.0,16.0,193.0,303.0,180.0,188.0,26.0,14.0,2795.0,5354.0,26.0,148.0,0.07,0.32,0.13,0.77,直率的听说标题会诱惑人i,[false],2
428,5664083ead934410d1e854aa,可欣孕产理疗瑜伽,[false],5.0,588.0,800.0,494.0,520.0,2.0,305.0,432.0,234.0,240.0,28.0,32.0,1383.0,2815.0,50.0,269.0,0.1,0.52,0.16,0.88,可欣孕产理疗瑜伽,[false],2
429,5c6e4a27e666862b15325a9a,今哥YO健身,[false],6.0,588.0,979.0,489.0,532.0,6.0,355.0,661.0,273.0,274.0,70.0,36.0,1418.0,2979.0,104.0,309.0,0.1,0.6,0.29,0.87,今哥YO健身,[false],2
430,54c2794271199612375c0486,灵魂健身杨老师,[false],1.0,577.0,1491.0,238.0,284.0,1.0,441.0,1225.0,136.0,136.0,32.0,135.0,2811.0,8099.0,174.0,385.0,0.31,0.76,0.39,0.87,灵魂健身杨老师,[false],1
431,57c5a80631f11605c5ee406c,Koach郑伟,[false],14.0,542.0,1094.0,423.0,533.0,14.0,274.0,653.0,186.0,218.0,36.0,28.0,1610.0,4520.0,63.0,223.0,0.1,0.51,0.23,0.81,Koach郑伟,[false],2
432,56721aa01cf861e88704922f,Jenny芭蕾,[false],9.0,539.0,976.0,424.0,453.0,9.0,401.0,683.0,317.0,321.0,36.0,32.0,1562.0,3479.0,73.0,330.0,0.08,0.74,0.18,0.82,Jenny芭蕾,[false],2
433,56cd3ac339639ca30385e11c,海上段段,[false],6.0,531.0,1578.0,308.0,343.0,6.0,452.0,1388.0,239.0,246.0,42.0,104.0,1484.0,4515.0,140.0,391.0,0.23,0.85,0.31,0.87,海上段段,[false],1
434,584ea52a387e28075f51e0a7,早起的虫儿啥都吃,[false],2.0,524.0,1463.0,325.0,356.0,2.0,384.0,1236.0,205.0,208.0,56.0,91.0,1624.0,4071.0,166.0,331.0,0.24,0.73,0.43,0.86,早起的虫儿啥都吃,[false],1
435,55914e180fda796808bc7bae,MsGary林嘉仪,[false],12.0,516.0,1386.0,311.0,354.0,12.0,380.0,1143.0,199.0,210.0,38.0,78.0,1813.0,4863.0,135.0,319.0,0.21,0.74,0.36,0.84,MsGary林嘉仪,[false],1
436,578b7bdfd3d8ac36058da725,莺心而悦,[false],4.0,503.0,1064.0,369.0,406.0,4.0,238.0,709.0,118.0,121.0,26.0,71.0,2225.0,5263.0,96.0,212.0,0.3,0.47,0.4,0.89,莺心而悦,[false],1
437,5716757474a209e959a40629,王立鑫Tony,[false],5.0,487.0,1241.0,391.0,452.0,5.0,366.0,1044.0,279.0,308.0,57.0,67.0,1386.0,4033.0,103.0,321.0,0.18,0.75,0.28,0.88,王立鑫Tony,[false],2
439,623a9d952bfd5a00019016f2,倔强的多活一点给自己看,[false],8.0,479.0,893.0,433.0,500.0,8.0,258.0,545.0,222.0,223.0,49.0,47.0,1852.0,3836.0,70.0,204.0,0.18,0.54,0.27,0.79,倔强的多活一点给自己看,[false],2
440,623a9dcb4b91940001707300,勤奋的我的高傲尔等岂懂,[false],8.0,478.0,697.0,464.0,513.0,8.0,371.0,567.0,356.0,380.0,61.0,18.0,3414.0,5397.0,65.0,267.0,0.05,0.78,0.18,0.72,勤奋的我的高傲尔等岂懂,[false],2
441,623a9d95e261b900018e57e2,慷慨的疯子的梦想,[false],21.0,474.0,630.0,444.0,495.0,19.0,233.0,328.0,214.0,222.0,24.0,7.0,3346.0,5322.0,34.0,199.0,0.03,0.49,0.15,0.85,慷慨的疯子的梦想,[false],2
442,5e7b05fdd20f9c61e9018603,每日瑜伽DailyYoga,[false],28.0,463.0,2083.0,222.0,398.0,28.0,264.0,1430.0,95.0,167.0,45.0,85.0,6546.0,14325.0,126.0,239.0,0.32,0.57,0.48,0.91,每日瑜伽DailyYoga,[false],1
443,62615c5f0532440001998bc4,徐伯鲁,[false],3.0,456.0,1005.0,455.0,518.0,3.0,293.0,768.0,293.0,307.0,86.0,48.0,1916.0,4585.0,82.0,218.0,0.16,0.64,0.28,0.74,徐伯鲁,[false],2
444,55f01efa44f6fa9cbd981764,我就是那个Yang,[false],4.0,448.0,815.0,336.0,412.0,4.0,310.0,597.0,208.0,243.0,26.0,48.0,1442.0,3598.0,66.0,277.0,0.15,0.69,0.21,0.89,我就是那个Yang,[false],2
445,591d20ae387e281d311c293c,练食记,[false],2.0,436.0,858.0,266.0,300.0,2.0,328.0,706.0,177.0,191.0,36.0,38.0,1620.0,3662.0,95.0,263.0,0.12,0.75,0.29,0.8,练食记,[false],2
447,5c42984a462f1b7d6c8d89dd,爱瑜伽的Tina-Yoga,[false],10.0,428.0,976.0,298.0,335.0,10.0,236.0,689.0,119.0,125.0,20.0,47.0,1479.0,3824.0,77.0,213.0,0.2,0.55,0.33,0.9,爱瑜伽的Tina-Yoga,[false],1
448,5747996f41052fe155b97783,万小歪Nikkie,[false],5.0,424.0,536.0,383.0,420.0,5.0,225.0,312.0,188.0,191.0,24.0,11.0,2055.0,3644.0,34.0,193.0,0.05,0.53,0.15,0.86,万小歪Nikkie,[false],2
449,623a9dadd611d60001c0ef01,风趣幽默的微风吹眉颜,[false],34.0,416.0,594.0,406.0,486.0,29.0,328.0,430.0,320.0,346.0,39.0,13.0,2763.0,5733.0,40.0,247.0,0.04,0.79,0.12,0.75,风趣幽默的微风吹眉颜,[false],2
450,6230814e4012930001d6f76b,随和的奢望,[false],3.0,395.0,533.0,384.0,453.0,3.0,159.0,201.0,153.0,154.0,27.0,6.0,2013.0,3835.0,27.0,128.0,0.04,0.4,0.17,0.81,随和的奢望,[false],2
451,623a9daf57a9d60001df2ce1,慷慨的余生不走感情路,[false],20.0,392.0,560.0,380.0,446.0,20.0,264.0,381.0,258.0,284.0,45.0,14.0,2529.0,4970.0,46.0,221.0,0.05,0.67,0.17,0.84,慷慨的余生不走感情路,[false],2
452,55626b751ba0f4343456a03b,刘小平Allen,[false],5.0,387.0,565.0,337.0,365.0,5.0,171.0,297.0,131.0,144.0,13.0,15.0,1720.0,3383.0,27.0,149.0,0.09,0.44,0.16,0.87,刘小平Allen,[false],2
453,5ea53aa3d20f9c20ef62f87e,轻奢小课,[false],51.0,383.0,1940.0,192.0,458.0,47.0,275.0,1400.0,112.0,224.0,58.0,80.0,7660.0,18617.0,140.0,244.0,0.29,0.72,0.51,0.89,轻奢小课,[false],1
454,5e900f786fbc5661efdeb449,Keep节奏燃脂,[true],3.0,381.0,763.0,218.0,239.0,3.0,269.0,583.0,113.0,113.0,13.0,54.0,3767.0,6198.0,75.0,247.0,0.2,0.71,0.28,0.92,Keep节奏燃脂,[true],1
455,56f40fb9aa3f5d2a055f6e57,Quarter爱健身,[false],9.0,380.0,755.0,252.0,342.0,9.0,188.0,391.0,105.0,142.0,23.0,18.0,5113.0,11921.0,47.0,167.0,0.1,0.49,0.25,0.89,Quarter爱健身,[false],2
456,56735d7bc69ddd53b8a1b43f,粗线条大女人,[false],2.0,375.0,792.0,251.0,275.0,2.0,332.0,805.0,208.0,208.0,43.0,57.0,1615.0,3147.0,111.0,277.0,0.17,0.89,0.33,0.83,粗线条大女人,[false],1
457,621c47938c579b0001ac2ca0,喝咖啡的成熟稳重的小瓶盖,[false],9.0,351.0,570.0,342.0,471.0,9.0,194.0,317.0,186.0,252.0,18.0,5.0,1094.0,3157.0,17.0,151.0,0.03,0.55,0.09,0.78,喝咖啡的成熟稳重的小瓶盖,[false],2
458,5d38fdb0c73d803f726db480,Koach-Aurora,[false],5.0,346.0,428.0,308.0,334.0,5.0,79.0,133.0,58.0,61.0,11.0,6.0,1657.0,2997.0,18.0,66.0,0.08,0.23,0.23,0.84,Koach-Aurora,[false],2
460,59380a9a89f2d118183da0ed,lanmeng79,[false],4.0,332.0,862.0,209.0,233.0,4.0,252.0,758.0,141.0,142.0,31.0,45.0,1318.0,3262.0,92.0,223.0,0.18,0.76,0.37,0.88,lanmeng79,[false],1
461,5ae7f26e7511ce253ee8d585,欢小象,[false],1.0,331.0,640.0,262.0,289.0,1.0,245.0,496.0,188.0,188.0,44.0,20.0,1415.0,3457.0,68.0,169.0,0.08,0.74,0.28,0.69,欢小象,[false],2
