创作者ID,创作者名称,是否官方,5月被开练课程数量,开练UV,开练PV,首次开练UV,首次开练PV,5月被完练课程数量,完练UV,完练PV,首次完练UV,首次完练PV,首次完练&复练UV,创作者次月完练-完练留存UV,详情页UV,详情页PV,创作者月完练-完练留存UV,创作者月完练-7日内App留存UV,次月复练率-UV,完练率-UV,当月复练率,完练-7日内App留存率
570723b2745f43695229e15d,Moccee,[false],12.00 ,6122.00 ,10819.00 ,5106.00 ,5596.00 ,12.00 ,3471.00 ,7191.00 ,2619.00 ,2684.00 ,475.00 ,430.00 ,30902.00 ,62759.00 ,870.00 ,2784.00 ,0.12 ,0.57 ,0.25 ,0.80 
58041cb04933036dfee2cc5f,飞天阿花花,[false],9.00 ,5971.00 ,13032.00 ,3875.00 ,4227.00 ,9.00 ,4208.00 ,10432.00 ,2309.00 ,2317.00 ,435.00 ,874.00 ,18223.00 ,42906.00 ,1436.00 ,3532.00 ,0.21 ,0.70 ,0.34 ,0.84 
5cb3f24e790b9303aa9bc596,Koach-Rio,[false],308.00 ,5777.00 ,14950.00 ,878.00 ,1023.00 ,19.00 ,654.00 ,1617.00 ,559.00 ,618.00 ,118.00 ,71.00 ,18379.00 ,59427.00 ,155.00 ,554.00 ,0.11 ,0.11 ,0.24 ,0.85 
58e623c6f84e8805b91f6994,茉莉绿茶加寒天,[false],11.00 ,5683.00 ,10315.00 ,5255.00 ,6039.00 ,11.00 ,2582.00 ,5955.00 ,2201.00 ,2278.00 ,546.00 ,397.00 ,16466.00 ,42551.00 ,777.00 ,2051.00 ,0.15 ,0.45 ,0.30 ,0.79 
623a9d95d611d60001c0edab,百折不挠的用奋斗去征服,[false],57.00 ,5670.00 ,11182.00 ,4714.00 ,5564.00 ,57.00 ,3317.00 ,7622.00 ,2537.00 ,2777.00 ,638.00 ,409.00 ,23711.00 ,56067.00 ,1021.00 ,2838.00 ,0.12 ,0.59 ,0.31 ,0.86 
623a9d3a59b00e00011b0f6c,睿智的不甘人后！,[false],54.00 ,5482.00 ,10078.00 ,5179.00 ,6130.00 ,50.00 ,4737.00 ,8431.00 ,4507.00 ,5157.00 ,810.00 ,353.00 ,21236.00 ,41709.00 ,813.00 ,3703.00 ,0.07 ,0.86 ,0.17 ,0.78 
5a4c842f1cf3d118e4268ca5,简单的Ann-Z,[false],5.00 ,5389.00 ,9032.00 ,5121.00 ,5479.00 ,5.00 ,3746.00 ,6675.00 ,3522.00 ,3586.00 ,734.00 ,255.00 ,23362.00 ,43075.00 ,840.00 ,3157.00 ,0.07 ,0.70 ,0.22 ,0.84 
55c0d12b0cb60d2a8ed3a299,Koach子淳,[false],332.00 ,5357.00 ,11904.00 ,1.00 ,1.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00 ,17678.00 ,46457.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5c66670ce666862b152ef56f,Koach小迪,[false],205.00 ,5332.00 ,16479.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11068.00 ,45535.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
623a9d6a4b91940001706d63,风趣幽默的卟可能丶是G◆丶,[false],36.00 ,5293.00 ,7917.00 ,5197.00 ,6564.00 ,37.00 ,4309.00 ,6417.00 ,4226.00 ,5169.00 ,392.00 ,282.00 ,13056.00 ,25469.00 ,403.00 ,2624.00 ,0.07 ,0.81 ,0.09 ,0.61 
56189bd9d813df95c1d8df0d,Cherika鹅,[false],4.00 ,5269.00 ,9628.00 ,3906.00 ,4270.00 ,4.00 ,4019.00 ,7556.00 ,2752.00 ,2775.00 ,487.00 ,694.00 ,14231.00 ,32934.00 ,1044.00 ,3469.00 ,0.17 ,0.76 ,0.26 ,0.86 
5d256a7cd20f9c752ba2e77d,SoniaHoi索妮娅,[false],10.00 ,5251.00 ,11672.00 ,3609.00 ,4278.00 ,10.00 ,3813.00 ,8850.00 ,2362.00 ,2575.00 ,542.00 ,814.00 ,17834.00 ,48395.00 ,1216.00 ,3391.00 ,0.21 ,0.73 ,0.32 ,0.89 
623a9d3b39df450001204b7b,慷慨的幼稚不见了i,[false],51.00 ,5232.00 ,11474.00 ,4493.00 ,5264.00 ,46.00 ,3251.00 ,8374.00 ,2608.00 ,2863.00 ,613.00 ,404.00 ,27569.00 ,57554.00 ,955.00 ,2573.00 ,0.12 ,0.62 ,0.29 ,0.79 
56c89a29a2a739023cb6b3d8,桃子-CSCS,"[false,true]",15.00 ,5193.00 ,11480.00 ,3865.00 ,4736.00 ,14.00 ,3058.00 ,7593.00 ,1876.00 ,1887.00 ,506.00 ,806.00 ,19626.00 ,63971.00 ,1165.00 ,2732.00 ,0.26 ,0.59 ,0.38 ,0.89 
55c95a17ca9938a815f24a14,夏川_chuan,[false],14.00 ,5189.00 ,10297.00 ,4924.00 ,5641.00 ,14.00 ,2598.00 ,6531.00 ,2385.00 ,2475.00 ,694.00 ,520.00 ,19791.00 ,44817.00 ,790.00 ,2193.00 ,0.20 ,0.50 ,0.30 ,0.84 
565479fbcbb94b49f6289b89,迟雅美,[false],16.00 ,5158.00 ,11303.00 ,3636.00 ,3932.00 ,16.00 ,4199.00 ,9950.00 ,2789.00 ,2845.00 ,584.00 ,722.00 ,14617.00 ,32508.00 ,1345.00 ,3265.00 ,0.17 ,0.81 ,0.32 ,0.78 
5558ab04eceba355da8e6097,认识阿牛,[false],22.00 ,5106.00 ,14649.00 ,2531.00 ,3000.00 ,22.00 ,4055.00 ,12172.00 ,1673.00 ,1824.00 ,353.00 ,1253.00 ,14630.00 ,44725.00 ,1571.00 ,3585.00 ,0.31 ,0.79 ,0.39 ,0.88 
5fd730ba90e13b48b48e3fd9,陈玉轩Noah,"[false,true]",40.00 ,5052.00 ,11682.00 ,4358.00 ,6406.00 ,41.00 ,2365.00 ,6644.00 ,1769.00 ,2284.00 ,591.00 ,562.00 ,54287.00 ,111131.00 ,810.00 ,2140.00 ,0.24 ,0.47 ,0.34 ,0.90 
5d4eb445790b9306e8e4a47b,白敬亭,[true],1.00 ,5049.00 ,10974.00 ,3535.00 ,4098.00 ,1.00 ,2830.00 ,6962.00 ,1597.00 ,1601.00 ,349.00 ,515.00 ,9347.00 ,27141.00 ,890.00 ,2314.00 ,0.18 ,0.56 ,0.31 ,0.82 
5f9a1754d9e7c4253a9bdf0c,Koach晓晓,[false],139.00 ,5040.00 ,9533.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00 ,19288.00 ,44007.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5900c40f49330323c30147ab,陈海诺Leo,[false],3.00 ,4987.00 ,11436.00 ,3190.00 ,3588.00 ,3.00 ,4295.00 ,10212.00 ,2575.00 ,2590.00 ,584.00 ,788.00 ,11674.00 ,38072.00 ,1443.00 ,3565.00 ,0.18 ,0.86 ,0.34 ,0.83 
58294fdc493303326f5aa08e,张鹏__Roc,[false],11.00 ,4923.00 ,13327.00 ,3202.00 ,3652.00 ,11.00 ,3312.00 ,10710.00 ,1748.00 ,1839.00 ,531.00 ,940.00 ,11662.00 ,35071.00 ,1446.00 ,2774.00 ,0.28 ,0.67 ,0.44 ,0.84 
5ff2080b2bc2365c12924fa5,德国姐姐韦玫霖,[false],32.00 ,4913.00 ,7122.00 ,4816.00 ,5519.00 ,32.00 ,2833.00 ,4428.00 ,2762.00 ,3066.00 ,470.00 ,278.00 ,17313.00 ,40295.00 ,492.00 ,2414.00 ,0.10 ,0.58 ,0.17 ,0.85 
623a9d3be261b900018e52bc,仁慈的懂事了,[false],36.00 ,4903.00 ,11211.00 ,4366.00 ,4901.00 ,30.00 ,3394.00 ,8629.00 ,2938.00 ,3128.00 ,726.00 ,393.00 ,14234.00 ,32271.00 ,976.00 ,2822.00 ,0.12 ,0.69 ,0.29 ,0.83 
56c2a0339459146c576e80a6,桑禹涵sky,[false],41.00 ,4872.00 ,11944.00 ,3576.00 ,4322.00 ,41.00 ,3487.00 ,9052.00 ,2370.00 ,2612.00 ,422.00 ,630.00 ,14735.00 ,40481.00 ,1013.00 ,2887.00 ,0.18 ,0.72 ,0.29 ,0.83 
54f70407afbbd78b1d0ff265,安妮小妞ANNIE,[false],12.00 ,4836.00 ,10780.00 ,3833.00 ,4117.00 ,12.00 ,3739.00 ,8665.00 ,2881.00 ,2953.00 ,578.00 ,477.00 ,12473.00 ,27641.00 ,1053.00 ,3145.00 ,0.13 ,0.77 ,0.28 ,0.84 
5a804e9a7511ce21f85a0362,张槑槑mei,[false],8.00 ,4787.00 ,10497.00 ,3712.00 ,4055.00 ,8.00 ,3481.00 ,8369.00 ,2468.00 ,2490.00 ,648.00 ,672.00 ,16981.00 ,39208.00 ,1241.00 ,2881.00 ,0.19 ,0.73 ,0.36 ,0.83 
623a9da74b919400017070fe,随和的顾北,[false],28.00 ,4727.00 ,6520.00 ,4525.00 ,4709.00 ,28.00 ,4111.00 ,5371.00 ,3992.00 ,4063.00 ,503.00 ,179.00 ,12196.00 ,20166.00 ,549.00 ,3237.00 ,0.04 ,0.87 ,0.13 ,0.79 
5f44cb149521744454d72ea6,下个月誓死瘦5斤,[false],4.00 ,4725.00 ,7723.00 ,4404.00 ,5885.00 ,4.00 ,1113.00 ,2274.00 ,889.00 ,975.00 ,106.00 ,141.00 ,11402.00 ,28502.00 ,220.00 ,844.00 ,0.13 ,0.24 ,0.20 ,0.76 
5680eaad27d7b1a27519b767,的欢-gladys,[false],2.00 ,4606.00 ,12453.00 ,3205.00 ,4202.00 ,2.00 ,2572.00 ,8258.00 ,1447.00 ,1547.00 ,618.00 ,625.00 ,12207.00 ,49918.00 ,1238.00 ,2191.00 ,0.24 ,0.56 ,0.48 ,0.85 
57b9d3371a2d766e7f35a425,Koach小颠儿,[false],6.00 ,4589.00 ,7762.00 ,3670.00 ,4075.00 ,2.00 ,2251.00 ,4521.00 ,1577.00 ,1578.00 ,241.00 ,268.00 ,13556.00 ,34116.00 ,560.00 ,1755.00 ,0.12 ,0.49 ,0.25 ,0.78 
5958751815e66e0d61df5425,达微1,[false],2.00 ,4563.00 ,8942.00 ,2341.00 ,2637.00 ,2.00 ,3520.00 ,7196.00 ,1468.00 ,1472.00 ,328.00 ,1005.00 ,15560.00 ,39729.00 ,1264.00 ,3193.00 ,0.29 ,0.77 ,0.36 ,0.91 
57581d9810e3a42105144722,Oh是Connie呀,[false],6.00 ,4549.00 ,6347.00 ,4307.00 ,4586.00 ,6.00 ,2700.00 ,3941.00 ,2518.00 ,2536.00 ,325.00 ,103.00 ,19126.00 ,34999.00 ,408.00 ,2132.00 ,0.04 ,0.59 ,0.15 ,0.79 
623a9d9459b00e00011b13fe,随和的一种安定缓慢的成长,[false],27.00 ,4542.00 ,10564.00 ,2742.00 ,3336.00 ,26.00 ,2672.00 ,6923.00 ,1373.00 ,1470.00 ,303.00 ,341.00 ,11204.00 ,30193.00 ,1005.00 ,2223.00 ,0.13 ,0.59 ,0.38 ,0.83 
623a9d67d611d60001c0eb4a,随和的小成熟i,[false],42.00 ,4476.00 ,6102.00 ,4410.00 ,4960.00 ,35.00 ,3338.00 ,4510.00 ,3291.00 ,3569.00 ,383.00 ,74.00 ,11681.00 ,22699.00 ,373.00 ,2195.00 ,0.02 ,0.75 ,0.11 ,0.66 
623a9d9e57a9d60001df2bb6,专注的、梦屿千寻,[false],34.00 ,4334.00 ,6451.00 ,3928.00 ,4391.00 ,33.00 ,2370.00 ,3572.00 ,2102.00 ,2156.00 ,294.00 ,86.00 ,17650.00 ,31634.00 ,408.00 ,1811.00 ,0.04 ,0.55 ,0.17 ,0.76 
58fc284e8c26a3632ae95a23,降龙健身,[false],14.00 ,4300.00 ,9112.00 ,3443.00 ,3839.00 ,14.00 ,2946.00 ,6515.00 ,2216.00 ,2241.00 ,468.00 ,397.00 ,10926.00 ,28086.00 ,845.00 ,2332.00 ,0.13 ,0.69 ,0.29 ,0.79 
55e64fa0634869770922af80,A鱼鱼,[false],12.00 ,4093.00 ,8930.00 ,3240.00 ,3541.00 ,12.00 ,3061.00 ,7474.00 ,2254.00 ,2295.00 ,508.00 ,540.00 ,13824.00 ,30657.00 ,971.00 ,2650.00 ,0.18 ,0.75 ,0.32 ,0.87 
5820461f31f1164ac4c65976,BlessLeroy,[false],1.00 ,4063.00 ,7995.00 ,3440.00 ,4045.00 ,1.00 ,2005.00 ,4698.00 ,1462.00 ,1463.00 ,346.00 ,335.00 ,12369.00 ,33911.00 ,636.00 ,1718.00 ,0.17 ,0.49 ,0.32 ,0.86 
5e3b9904b02f9a09fd3320f8,陈暖央Lunasea,[false],19.00 ,3960.00 ,7780.00 ,3009.00 ,3516.00 ,18.00 ,2557.00 ,5534.00 ,1763.00 ,1858.00 ,334.00 ,339.00 ,12549.00 ,29927.00 ,705.00 ,2057.00 ,0.13 ,0.65 ,0.28 ,0.80 
623a9d3c7f38740001829cc8,乐观的历日旷久,[false],42.00 ,3925.00 ,6662.00 ,3732.00 ,4459.00 ,41.00 ,2639.00 ,4313.00 ,2505.00 ,2709.00 ,487.00 ,274.00 ,15920.00 ,37518.00 ,537.00 ,2058.00 ,0.10 ,0.67 ,0.20 ,0.78 
623a9d72e261b900018e55c7,足智多谋的好好爱自已,[false],44.00 ,3854.00 ,7394.00 ,2851.00 ,3321.00 ,43.00 ,2684.00 ,5374.00 ,1824.00 ,1957.00 ,367.00 ,271.00 ,14449.00 ,31893.00 ,749.00 ,2294.00 ,0.10 ,0.70 ,0.28 ,0.85 
598ecf6d094afb09d8d0c9e0,Koach佳佳,"[false,true]",188.00 ,3853.00 ,8189.00 ,1.00 ,1.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00 ,13645.00 ,38185.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5590d1e1159f9646a66f4610,Cokey斯琦,[false],1.00 ,3815.00 ,13615.00 ,1540.00 ,1723.00 ,1.00 ,3661.00 ,13139.00 ,1491.00 ,1492.00 ,446.00 ,940.00 ,9545.00 ,32477.00 ,1721.00 ,3147.00 ,0.26 ,0.96 ,0.47 ,0.86 
5942d17515e66e0cbfaf0957,Koach璐溪,[false],184.00 ,3761.00 ,11131.00 ,0.00 ,0.00 ,2.00 ,8.00 ,9.00 ,8.00 ,8.00 ,1.00 ,0.00 ,10114.00 ,33128.00 ,1.00 ,5.00 ,0.00 ,0.00 ,0.13 ,0.63 
623a9da14b9194000170709e,专注的共赏白头,[false],22.00 ,3698.00 ,5796.00 ,3462.00 ,3849.00 ,22.00 ,2280.00 ,3583.00 ,2142.00 ,2197.00 ,389.00 ,193.00 ,17470.00 ,32266.00 ,448.00 ,1879.00 ,0.08 ,0.62 ,0.20 ,0.82 
589fe0cc49330375453045d1,埃克斯歪爱拿铁,[false],4.00 ,3624.00 ,10970.00 ,2242.00 ,2483.00 ,4.00 ,2345.00 ,8733.00 ,1128.00 ,1132.00 ,306.00 ,607.00 ,8792.00 ,29279.00 ,1068.00 ,2030.00 ,0.26 ,0.65 ,0.46 ,0.87 
58b6bfdc4933033ef71bc83f,山姆爱健身,[false],14.00 ,3475.00 ,9548.00 ,2187.00 ,2595.00 ,14.00 ,2417.00 ,7714.00 ,1206.00 ,1321.00 ,289.00 ,699.00 ,12455.00 ,31807.00 ,972.00 ,2096.00 ,0.29 ,0.70 ,0.40 ,0.87 
623a9da359b00e00011b14bc,勤奋的半城烟砂,[false],8.00 ,3428.00 ,4628.00 ,3381.00 ,3940.00 ,8.00 ,1560.00 ,2003.00 ,1543.00 ,1622.00 ,194.00 ,37.00 ,11635.00 ,26946.00 ,201.00 ,991.00 ,0.02 ,0.46 ,0.13 ,0.64 
623a9dae39df450001205243,勇敢的三五鸿雁,[false],39.00 ,3416.00 ,6788.00 ,3278.00 ,3997.00 ,39.00 ,2565.00 ,5213.00 ,2464.00 ,2706.00 ,608.00 ,288.00 ,15733.00 ,37079.00 ,640.00 ,2073.00 ,0.11 ,0.75 ,0.25 ,0.81 
623a9d3c8b995800014053f3,侠义的乄゛遗忘丶过去的痛,[false],42.00 ,3342.00 ,5159.00 ,3180.00 ,3748.00 ,39.00 ,1347.00 ,2271.00 ,1219.00 ,1261.00 ,224.00 ,127.00 ,14192.00 ,31277.00 ,292.00 ,1049.00 ,0.09 ,0.40 ,0.22 ,0.78 
623a9ee484307c0001bf3613,仁慈的你又与谁,[false],3.00 ,3331.00 ,6978.00 ,3326.00 ,4119.00 ,3.00 ,2521.00 ,5243.00 ,2519.00 ,2710.00 ,969.00 ,759.00 ,7603.00 ,26942.00 ,953.00 ,1905.00 ,0.30 ,0.76 ,0.38 ,0.76 
623a9dafeaf6fb00010ecc80,仁慈的婉若清风,[false],9.00 ,3326.00 ,5582.00 ,2998.00 ,3143.00 ,9.00 ,2585.00 ,3659.00 ,2511.00 ,2524.00 ,364.00 ,64.00 ,8725.00 ,15252.00 ,395.00 ,2182.00 ,0.02 ,0.78 ,0.15 ,0.84 
623a9d941e3e850001b376d0,浪漫的星光下的寂寞,[false],36.00 ,3283.00 ,4526.00 ,3189.00 ,3484.00 ,27.00 ,2232.00 ,3067.00 ,2158.00 ,2174.00 ,299.00 ,106.00 ,12153.00 ,24434.00 ,336.00 ,1566.00 ,0.05 ,0.68 ,0.15 ,0.70 
58b4ff9d387e2813c8fa5f2f,大纯仔,[false],13.00 ,3223.00 ,10916.00 ,1702.00 ,1945.00 ,13.00 ,2551.00 ,9267.00 ,1141.00 ,1168.00 ,316.00 ,773.00 ,8641.00 ,25572.00 ,1215.00 ,2176.00 ,0.30 ,0.79 ,0.48 ,0.85 
623a9d70e261b900018e55a5,热情的理智去爱,[false],46.00 ,3091.00 ,5080.00 ,2896.00 ,3182.00 ,38.00 ,2197.00 ,3642.00 ,2043.00 ,2091.00 ,381.00 ,176.00 ,9959.00 ,20905.00 ,469.00 ,1670.00 ,0.08 ,0.71 ,0.21 ,0.76 
5e58cd08790b9325199748d2,妮娜教你健身,[false],8.00 ,3057.00 ,7843.00 ,2136.00 ,2327.00 ,7.00 ,2209.00 ,6447.00 ,1333.00 ,1333.00 ,301.00 ,497.00 ,6453.00 ,16773.00 ,854.00 ,1861.00 ,0.22 ,0.72 ,0.39 ,0.84 
56ac08f27ef71eee33dc75b9,GiaDu,[false],10.00 ,3054.00 ,7748.00 ,2074.00 ,3115.00 ,10.00 ,2097.00 ,5270.00 ,1244.00 ,1670.00 ,248.00 ,718.00 ,7223.00 ,33315.00 ,561.00 ,1881.00 ,0.34 ,0.69 ,0.27 ,0.90 
623a9d9d2bfd5a0001901755,成熟稳重的古城白衣少年殇i,[false],36.00 ,3043.00 ,9616.00 ,2528.00 ,3219.00 ,35.00 ,1447.00 ,7238.00 ,986.00 ,1062.00 ,390.00 ,374.00 ,10530.00 ,34127.00 ,710.00 ,1257.00 ,0.26 ,0.48 ,0.49 ,0.87 
61024e18a78eee7ef4dd414f,Adriene的每日瑜伽,[false],57.00 ,3023.00 ,4770.00 ,2472.00 ,2926.00 ,57.00 ,1470.00 ,2788.00 ,1047.00 ,1248.00 ,129.00 ,208.00 ,9650.00 ,23597.00 ,287.00 ,1225.00 ,0.14 ,0.49 ,0.20 ,0.83 
572dcb8d7e217a2f0586791d,健身的胜楠sonia,[false],4.00 ,2949.00 ,6529.00 ,1921.00 ,2090.00 ,4.00 ,1980.00 ,5128.00 ,1085.00 ,1090.00 ,203.00 ,315.00 ,10872.00 ,24474.00 ,582.00 ,1643.00 ,0.16 ,0.67 ,0.29 ,0.83 
5bf374011cf3d1602788f473,大跳的猫咪,[false],11.00 ,2912.00 ,7259.00 ,2277.00 ,3203.00 ,11.00 ,1675.00 ,4741.00 ,1085.00 ,1266.00 ,277.00 ,350.00 ,7687.00 ,27460.00 ,556.00 ,1411.00 ,0.21 ,0.58 ,0.33 ,0.84 
58109d5e31f1160852bc9c59,Vicky-琪琪琪,[false],30.00 ,2906.00 ,5542.00 ,2293.00 ,2637.00 ,29.00 ,1994.00 ,4255.00 ,1426.00 ,1499.00 ,339.00 ,310.00 ,17358.00 ,39459.00 ,609.00 ,1723.00 ,0.16 ,0.69 ,0.31 ,0.86 
566d2a2378851afaacf5025f,拿铁女孩Fiona,[false],4.00 ,2882.00 ,6797.00 ,1338.00 ,1474.00 ,3.00 ,2150.00 ,5590.00 ,760.00 ,761.00 ,189.00 ,606.00 ,7949.00 ,20098.00 ,868.00 ,1766.00 ,0.28 ,0.75 ,0.40 ,0.82 
552e49103d5f5a753c1f3c85,建建爱生活,[false],6.00 ,2832.00 ,5741.00 ,2365.00 ,2646.00 ,6.00 ,1952.00 ,4471.00 ,1501.00 ,1521.00 ,356.00 ,281.00 ,8683.00 ,19079.00 ,607.00 ,1682.00 ,0.14 ,0.69 ,0.31 ,0.86 
58d86e6731f1160263245479,王小花Hana,[false],17.00 ,2792.00 ,7184.00 ,1804.00 ,1955.00 ,17.00 ,2992.00 ,7945.00 ,1919.00 ,1956.00 ,452.00 ,604.00 ,7968.00 ,20745.00 ,1033.00 ,2522.00 ,0.20 ,1.07 ,0.35 ,0.84 
5794e9d148c5182005c461e9,叔贵k你这在干嘛,[false],1.00 ,2787.00 ,5556.00 ,2369.00 ,2649.00 ,1.00 ,1693.00 ,3965.00 ,1323.00 ,1326.00 ,456.00 ,219.00 ,12431.00 ,34794.00 ,653.00 ,1487.00 ,0.13 ,0.61 ,0.39 ,0.88 
5c2f114b7511ce6c16a19f90,特步,[true],2.00 ,2776.00 ,8239.00 ,1400.00 ,1522.00 ,2.00 ,2368.00 ,7259.00 ,1035.00 ,1038.00 ,219.00 ,743.00 ,6523.00 ,17773.00 ,961.00 ,2122.00 ,0.31 ,0.85 ,0.41 ,0.90 
568e78bf1c7054731836f7b5,Koach洛洛,[false],81.00 ,2730.00 ,6484.00 ,1496.00 ,1732.00 ,4.00 ,1474.00 ,3668.00 ,886.00 ,939.00 ,164.00 ,174.00 ,7998.00 ,21703.00 ,479.00 ,1272.00 ,0.12 ,0.54 ,0.32 ,0.86 
623a9da1eaf6fb00010ecbb8,倔强的只想自私的拥有你i,[false],15.00 ,2725.00 ,4201.00 ,2624.00 ,2949.00 ,15.00 ,1871.00 ,3218.00 ,1785.00 ,1940.00 ,301.00 ,138.00 ,10253.00 ,19386.00 ,311.00 ,1497.00 ,0.07 ,0.69 ,0.17 ,0.80 
57d94340493303343eb10d3e,街健小文,[false],3.00 ,2670.00 ,6587.00 ,1698.00 ,1946.00 ,3.00 ,1939.00 ,4976.00 ,1115.00 ,1119.00 ,285.00 ,544.00 ,8432.00 ,26588.00 ,769.00 ,1713.00 ,0.28 ,0.73 ,0.40 ,0.88 
55c995dee980e0e902c30abc,黄钲轩没肌肉,[false],23.00 ,2612.00 ,5508.00 ,2184.00 ,2934.00 ,23.00 ,1391.00 ,3251.00 ,1012.00 ,1226.00 ,247.00 ,277.00 ,23315.00 ,47102.00 ,433.00 ,1226.00 ,0.20 ,0.53 ,0.31 ,0.88 
58e31a6e31f116662a70bc07,黄小畔Mico,[false],8.00 ,2580.00 ,4915.00 ,2163.00 ,2346.00 ,8.00 ,1696.00 ,3264.00 ,1366.00 ,1395.00 ,240.00 ,191.00 ,10451.00 ,20096.00 ,412.00 ,1452.00 ,0.11 ,0.66 ,0.24 ,0.86 
58d12a4949330374ff6fd957,Yvettia,[false],11.00 ,2555.00 ,4325.00 ,2160.00 ,2297.00 ,11.00 ,1789.00 ,3168.00 ,1454.00 ,1457.00 ,186.00 ,140.00 ,8359.00 ,16554.00 ,340.00 ,1269.00 ,0.08 ,0.70 ,0.19 ,0.71 
593cced489f2d118186ca232,missb是徐稚佑,[false],3.00 ,2539.00 ,5482.00 ,2013.00 ,2394.00 ,3.00 ,1506.00 ,3719.00 ,1053.00 ,1079.00 ,356.00 ,309.00 ,7635.00 ,21631.00 ,582.00 ,1343.00 ,0.21 ,0.59 ,0.39 ,0.89 
59c3eb96e666863660513e01,郭玖林,"[false,true]",4.00 ,2528.00 ,6396.00 ,1828.00 ,2321.00 ,3.00 ,1495.00 ,4122.00 ,957.00 ,959.00 ,317.00 ,256.00 ,6103.00 ,22996.00 ,586.00 ,1210.00 ,0.17 ,0.59 ,0.39 ,0.81 
55dad4a8bbf006c67e405d12,YogawithJava,[false],7.00 ,2515.00 ,4588.00 ,1834.00 ,2088.00 ,7.00 ,1670.00 ,3261.00 ,1058.00 ,1101.00 ,164.00 ,362.00 ,8921.00 ,19545.00 ,449.00 ,1491.00 ,0.22 ,0.66 ,0.27 ,0.89 
58c9f88931f1164d546a137d,汤君Tang,[false],4.00 ,2505.00 ,5263.00 ,1883.00 ,2007.00 ,4.00 ,1884.00 ,4280.00 ,1303.00 ,1306.00 ,235.00 ,299.00 ,8647.00 ,17665.00 ,541.00 ,1595.00 ,0.16 ,0.75 ,0.29 ,0.85 
55577f9131f57af6f6a49e20,德武安DUAN,[false],34.00 ,2491.00 ,4608.00 ,1936.00 ,2256.00 ,34.00 ,1426.00 ,3058.00 ,978.00 ,1054.00 ,195.00 ,169.00 ,16505.00 ,38719.00 ,402.00 ,1233.00 ,0.12 ,0.57 ,0.28 ,0.86 
60614f03f16ec72369ede917,Manduka,[false],4.00 ,2476.00 ,3227.00 ,2428.00 ,2763.00 ,4.00 ,672.00 ,1005.00 ,634.00 ,665.00 ,78.00 ,35.00 ,6235.00 ,13710.00 ,95.00 ,554.00 ,0.05 ,0.27 ,0.14 ,0.82 
5b56fb2afe6e4313a1fed0e8,何佳粤,[false],2.00 ,2457.00 ,6859.00 ,881.00 ,1006.00 ,2.00 ,2025.00 ,5970.00 ,525.00 ,532.00 ,161.00 ,1024.00 ,9745.00 ,31322.00 ,1058.00 ,1878.00 ,0.51 ,0.82 ,0.52 ,0.93 
6165444eb8edce5462f07093,Koach小豪,[false],81.00 ,2426.00 ,4828.00 ,0.00 ,0.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12489.00 ,31208.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
623a9da657a9d60001df2c48,睿智的红颜独憔悴,[false],39.00 ,2413.00 ,3284.00 ,2268.00 ,2395.00 ,37.00 ,1894.00 ,2353.00 ,1834.00 ,1876.00 ,165.00 ,66.00 ,8345.00 ,13276.00 ,182.00 ,1456.00 ,0.03 ,0.78 ,0.10 ,0.77 
623a9d9d39df450001205122,睿智的醉墨漓烟,[false],39.00 ,2400.00 ,3969.00 ,2337.00 ,3257.00 ,37.00 ,545.00 ,1154.00 ,502.00 ,597.00 ,129.00 ,42.00 ,9179.00 ,26355.00 ,137.00 ,432.00 ,0.08 ,0.23 ,0.25 ,0.79 
623a9da2eb4bb10001af5b1c,直率的浅尝辄止,[false],12.00 ,2325.00 ,4293.00 ,1844.00 ,2033.00 ,12.00 ,1480.00 ,2777.00 ,1171.00 ,1230.00 ,190.00 ,107.00 ,7150.00 ,14388.00 ,327.00 ,1231.00 ,0.07 ,0.64 ,0.22 ,0.83 
62541b004489ad000129181b,陈金羽毛球,[false],2.00 ,2316.00 ,5305.00 ,2063.00 ,2609.00 ,2.00 ,1353.00 ,3382.00 ,1122.00 ,1135.00 ,463.00 ,321.00 ,6441.00 ,22285.00 ,615.00 ,1081.00 ,0.24 ,0.58 ,0.45 ,0.80 
5d6f0249d20f9c164f66fb19,frank腹肌碎大石,[false],19.00 ,2308.00 ,5003.00 ,1846.00 ,2166.00 ,19.00 ,1200.00 ,3141.00 ,825.00 ,857.00 ,168.00 ,225.00 ,8452.00 ,21270.00 ,388.00 ,994.00 ,0.19 ,0.52 ,0.32 ,0.83 
